analizo_cbo_skewness,analizo_anpm_standard_deviation,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_npa_quantile_max,analizo_cbo_variance,analizo_sc_variance,analizo_noa_quantile_median,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_nom_quantile_upper,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo_npa_standard_deviation,folder,analizo_acc_standard_deviation,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_accm_quantile_lower,analizo_acc_variance,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_amloc_quantile_ninety_five,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,analizo_dit_sum,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,analizo_npm_quantile_median,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_change_cost,analizo_noa_quantile_min,analizo_noa_quantile_lower,analizo_noa_mode,analizo_loc_quantile_min,analizo_npm_kurtosis,analizo_noc_quantile_upper,analizo_accm_kurtosis,analizo_sc_sum,analizo_dit_quantile_median,analizo_npa_mean,analizo_anpm_mode,analizo_noa_variance,analizo_anpm_quantile_max,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_loc_sum,analizo_noa_quantile_max,analizo_dit_standard_deviation,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_dit_quantile_lower,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_cbo_quantile_upper,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,analizo_acc_quantile_median,analizo_nom_kurtosis,analizo_acc_quantile_ninety_five,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,type,analizo_total_modules_with_defined_attributes,analizo_noc_mode,analizo_anpm_sum,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_dit_quantile_ninety_five,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_dit_quantile_upper,analizo_cbo_standard_deviation,analizo_acc_quantile_max,analizo_amloc_quantile_max,analizo_npa_quantile_upper,analizo_amloc_kurtosis,analizo_amloc_quantile_median,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,analizo_acc_quantile_min,analizo_cbo_quantile_median,analizo_anpm_quantile_median,analizo_accm_mean,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_mmloc_quantile_ninety_five,analizo_noc_standard_deviation,analizo_lcom4_mean,analizo_cbo_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_loc_mean,analizo_lcom4_variance,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_npm_quantile_upper,analizo_amloc_mode,analizo_loc_standard_deviation,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,analizo_mmloc_variance,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_mmloc_mode,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_rfc_quantile_min,analizo_total_nom,analizo_noc_quantile_ninety_five,analizo_npm_standard_deviation,analizo_nom_variance,analizo_lcom4_skewness,analizo_loc_variance,analizo_amloc_quantile_min,analizo_rfc_mean,analizo_acc_mode,analizo_mmloc_quantile_median,analizo_total_eloc,analizo_npm_quantile_ninety_five,analizo_amloc_variance
3.01794408428,0.858750022666,0.569631029723,2.5,1,3,1,5,3.3021978022,84.0934065934,2,0.872090639887,272,84,2,1,4.75,9.52819339263,0,1,14,11.0663483312,1.78571428571,1.33630620956,E2Agent,2.0177781274,5,1,2.72722571011,1,1.06676576426,3,7.67911851653,3.18181818182,4.44564239045,1,4.07142857143,1.38636363636,2.4,28,1,3.63186813187,3.65430543688,215,1,35,1,23,2.21371910132,1.29351903867,17,0.5,3.75,2,8,0.571428571429,5.52522440686,61,0.214285714286,1.07142857143,3,3,2,5,270,0.21,0,0,0,1,-0.693482137711,0,-1.65896077257,47,1,0.357142857143,1,19.7637362637,3.18181818182,29,2.80334233792,2.92857142857,15,1,593,17,0.513552591013,1.70465367965,3.75,0,1,3.35714285714,19.4285714286,3.35714285714,0,0.605496482954,0,13.5237330119,4.25,0.159340659341,8.57464669729,0.263736263736,47,0,0,1,7,14,2,3.22335960243,7,3.19015754142,1.75,0,0.335164835165,1,9.17024572154,5,453.016483516,84,0.737451601429,24.6727272727,270,4.03078810498,-2.24053030303,7,0.412003459397,7.75,0,1,24,15,y2014,9,0,23.8651515152,23.5,49,1,89,2.675,1,1.81719503692,7,23,0,-1.00719055913,5.25,0,1,3.74165738677,1,0,1,1.875,1.76233766234,-1.22757714057,0,1,13.75,89,0.578934223522,1.71428571429,0,41,2.17911771193,0,42.3571428571,1.6043956044,0.760542084178,14,4.35714285714,4.75,1,68.5987296842,3,23.6828866669,0.0283051776092,35,21.2841838819,15,3,0.25,2.33333333333,-0.324536706821,560.879120879,8.71558441558,2.07142857143,0,122.018181818,3,13.9375,0,0,1,593,14,2.95129694314,0,10.1204124322,1.85828717813,7,1.26664738755,7.34773120949,10.5,5,1,61,2,1.90574608274,16.2472527473,1.68712012701,4705.78571429,1,15.3571428571,0,12,752,7,53.9891539269
0,0.521026049295,0,3.25,None,3,2,2,0.5,8,10.5,2.49348180734,128,88,2.25,None,14.5,0,0,1,0,0,2,1.41421356237,SimpaticoAgent,2.82842712475,4,1,0,None,0,None,0,2,12.0208152802,1.88157894737,8,2.76315789474,9.52631578947,94,None,12.5,0,91,2.5,4,None,26.1052631579,0,0,19,1.26315789474,14.75,5.5,1,0.5,0,20,0,0.5,3.5,4.52631578947,0,2,496,1.00,2,6.25,None,4,0,0,0,4,0.5,1,None,144.5,2,4,0,10.5,1,1.75,500,19,0.707106781187,1.63157894737,24.25,1,1,2,64,3.5,0.25,0,0,0,34,2,0,0.5,7,None,0,0.75,6,2,2,0,4,0,3,0,0,1.44736842105,2.82842712475,2,3612.5,88,0.271468144044,5.52631578947,496,12.7279220614,0,1,0,127,0,1,5,19,y2014,2,0,3.26315789474,250,373,1,124,3.64473684211,0.75,0.707106781187,4,26.1052631579,1.5,0,15.0526315789,0,1,0,4,0,0.5,1.63157894737,2.76315789474,0,0.5,None,66.75,124,0,2.5,0,21,0,0,250,4.5,6.21745152355,2,10,4.75,None,347.896536344,0,84.8528137424,0,4,60.1040764009,19,4.52631578947,1,1.81578947368,0,7200,15.0526315789,2,0,30.1052631579,10,20.5789473684,0.25,None,None,500,None,0,1,0,0,1,2.12132034356,15.6307814789,45.5,4,3,20,0,3.53553390593,162,0,121032,4,45.5,None,64,492,6,244.32132964
0,1.97728007332,0,4.25,None,4.5,2.5,0,0.5,12.5,9,0.654728501099,81,95,3.75,None,20.75,0,0,2,0,0,0,0,AgentTRP,4.24264068712,5,2,0,None,0,None,0,3.5,2.82842712475,2.23148148148,18,2.46296296296,13.1296296296,52.75,None,24.5,0,102,3.5,5,None,16.5185185185,0,0,11,0.703703703704,10,8.25,2,1,0,29,0,0.5,5.5,2.92592592593,0,0,446,1.00,7,8,None,24,0,0,0,5,1,0,None,8,3.5,6,0,9,1,2.75,470,11,0,2.10185185185,29,1.25,1,2.5,40.5,5.5,1,0,1,0,28.25,3,0,0,11,0,0,0.75,9,2,3,0,6,0,3.75,0,0,1.40277777778,3.53553390593,0,3872,95,3.90963648834,4.92592592593,446,17.6776695297,0,1,0,129.5,0,2,7,27,y2014,2,0,4.2037037037,235,340.5,1,65,2.69444444444,1,0.707106781187,6,16.5185185185,0,0,14.2592592593,0,2,0,16,0,0.5,2.10185185185,2.46296296296,0,0,1,73,65,0,3.5,0,18,0,0,235,4.5,0.428669410151,2,14.5,7.25,None,298.399061661,0,34.6482322781,0,5,62.2253967444,27,2.92592592593,1.5,2.80092592593,0,1200.5,14.2592592593,3,0,28.5185185185,14.5,15.3888888889,0.25,None,None,470,None,0,0,0,0,1,2.12132034356,3.19507508536,51,5,7,29,0,4.94974746831,312.5,0,89042,12,51,None,40.5,410,9,10.2085048011
0,0,0,5,None,0,0,0,0,0,7,0,56,None,6,None,13,0,0,5,0,0,0,0,AgentTD,0,5,6,0,None,0,None,0,None,0,3.46153846154,0,3.46153846154,17.6153846154,56,None,0,0,34,5,None,None,None,0,0,None,0.384615384615,7,13,1,1,0,13,0,0,6,3.46153846154,0,0,229,1.00,7,7,None,229,0,0,0,0,1,0,None,0,0.384615384615,0,0,7,0,5,229,7,0,0.384615384615,34,0,1,0,56,6,1,0,1,0,56,1,0,0,6,None,0,0,6,1,0,0,None,0,0,0,0,0.384615384615,0,None,0,34,0,3.46153846154,None,0,0,None,0,229,0,13,5,13,y2014,1,None,0.384615384615,229,229,None,56,3.46153846154,1,0,0,17.6153846154,0,0,17.6153846154,0,3.46153846154,0,56,0,0,0.384615384615,3.46153846154,0,0,None,34,None,0,5,0,7,0,0,229,0,0,1,13,6,None,0,0,0,0,0,0,None,None,0,0.384615384615,0,0,17.6153846154,0,0,17.6153846154,13,17.6153846154,0,None,None,229,None,0,0,0,0,0,0,0,34,None,34,13,None,0,0,0,0,17.6153846154,34,None,56,248,None,0
2.44948974278,2.29249148387,-1.49093728974,1.75,3,1.75,0,0,2.66666666667,42.6666666667,8,0.928275957065,305,90,2.25,None,11.75,-0.801507148715,0,1,0,-1.55733855834,0,0,Aster,1.16904519445,4,1,0.699845300192,0,0.667628427526,None,0,7,10.5719755328,2.7,1.36666666667,3,16.2333333333,66.25,3,5.46666666667,2.44948974278,220,1,16,None,23.4615384615,3.65702479339,-0.446162998215,26,0.538461538462,20.25,2.75,2,0.333333333333,0.394190699666,44,0,0.666666666667,3,3.76923076923,0,0,305,0.28,1,4.75,None,10,-1.28941106484,0,3.28242411163,16,0,0,2,111.766666667,7,7,0,11.8333333333,4,1,831,26,0.516397779494,2.45085470085,10,0,1,2.66666666667,50.8333333333,3.66666666667,0,-0.533769179694,0,6,32.75,0.233333333333,-1.74803108424,0.266666666667,22,0,0,0,7,6,1,-1.81097977367,3,0.460824272452,0,0,0,1.54166666667,6.53197264742,0,1170.26666667,90,5.25551720359,16.3692307692,305,5.75036230743,-1.875,4,0.599822415356,48.75,0,1,10,15,y2014,6,0,14.7051282051,116.5,221.75,1,107,3,0.75,1.63299316186,3,23.4615384615,0,1.43659750171,17.6666666667,0,1,0,10,0,0,1.83333333333,2.72820512821,4.97528991007,0,0,57,107,0,1.66666666667,0,71,0.803140547405,0,138.5,1.46666666667,0.861696252465,6,7.33333333333,5.25,19,117.614199823,0,34.2894541611,2.13203098022,16,34.2091605665,15,3.76923076923,0.25,2,0.968245836552,1175.76666667,17.3324786325,1.16666666667,0,103.994871795,6.5,19,0,0,1,831,None,0.791641931543,0,6,0.338337727627,4,1.21106014164,4.4535979048,27.5,4,4,44,0,2.3380903889,33.0666666667,1.95170849272,13833.1,10,36.6666666667,0,42,804,7,19.8345342976
0,0,0,6,None,0,0,0,0,0,21,0,72,None,9,None,27,0,0,6,0,0,0,0,Flinch,0,6,9,0,None,0,None,0,None,0,3.03703703704,0,3.03703703704,18.9259259259,72,None,0,0,84,6,None,None,None,0,0,None,0.925925925926,21,27,1,1,0,27,0,0,9,3.03703703704,0,0,511,1.00,21,21,None,511,0,0,0,0,1,0,None,0,0.925925925926,0,0,21,0,6,511,21,0,0.925925925926,84,0,1,0,72,9,1,0,1,0,72,1,0,0,9,None,0,0,9,1,0,0,None,0,0,0,0,0.925925925926,0,None,0,84,0,3.03703703704,None,0,0,None,0,511,0,27,6,27,y2014,1,None,0.925925925926,511,511,None,72,3.03703703704,1,0,0,18.9259259259,0,0,18.9259259259,0,3.03703703704,0,72,0,0,0.925925925926,3.03703703704,0,0,None,84,None,0,6,0,21,0,0,511,0,0,1,27,9,None,0,0,0,0,0,0,None,None,0,0.925925925926,0,0,18.9259259259,0,0,18.9259259259,27,18.9259259259,0,None,None,511,None,0,0,0,0,0,0,0,84,None,84,27,None,0,0,0,0,18.9259259259,84,None,72,477,None,0
0,0.776909237275,1.41421356237,3.25,None,1.75,0.5,0,0.333333333333,0.333333333333,0,0.942809041582,42,27,2.5,None,4.5,3.90820573807,0,1,0,3.70712663788,0,0,kGA_gent,1.8929694486,4,1,2,1,1.65852380029,None,0,2,2,1,3.58333333333,1.33333333333,1,15,1,4.33333333333,0,36,2,1,None,10,-3.9012345679,2.61546782044,4,0.333333333333,1,2.5,1,0.25,1.835511453,14,0,0.5,3.5,3,0,0,58,0.38,0,0,0,3,0.390532544379,0,1.5,2,0,0,None,4,2,5,0,1,2,1,75,4,0.5,1.1875,2.75,0,1,0.5,10.5,3.5,0,0.00369569803419,0,-6,1,0.416666666667,4,0.25,14,0,0,1,6,4,0.5,0.390532544379,4,1.91995013355,1,0,0,0.645833333333,0.57735026919,0,144.666666667,27,0.603587962963,6.66666666667,58,2.08166599947,4,1,0,3.75,0,1,9,6,y2014,1,0,4.75,7,22,1,30,2,0.25,0.57735026919,4,10,0,-5.97866667274,5.33333333333,0,1,0,1,0,0.5,1.20833333333,1.66666666667,-3.82461536482,0,0,9.75,30,0,2.25,0,4,1.48600813459,0,18.75,2.25,0.888888888889,4,3.5,4.5,1,26.3486242525,0,13.6747943312,-0.0860774947169,1,12.0277457018,6,3,0,1.75,2,187,5.41666666667,1.25,0,21.6666666667,3.5,9.75,0,1,1,75,1,1.97239806131,0,-6,0,1,1.5,5.10174262167,3.5,4,2,14,0,2.08166599947,4.33333333333,0.37037037037,694.25,1,9,0,5.5,80,6,26.0277777778
0.886697213479,0.531771012316,2.3495231074,8,5,10,9,4,3.64,179.36,2,1.34602194275,568,45,3,14,9,2.06007242763,0,1,15.338882283,1.02250906782,0.773333333333,0.879393730552,BraveCat,8.81249113475,15,1,0.836426285411,1,2.37371278808,24,2.34972371294,1.72727272727,2.73739535569,1.15789473684,77.66,1.57142857143,4.6,34,1,34.1666666667,2.35662394231,480,5,35,5,28,0.208165529712,6.50539242416,7,0,5,4,17,0.68,-0.3672674779,189,0.48,2.16,5,7,3,6,183,0.18,0,1,2,4,1.8200493307,0,7.00058190346,272,1,0.24,1,7.49333333333,1.75,123,1.88916817386,3.08,54,3,1574,10,0.556776436283,0.881909698489,11,2,2,10.88,22.72,7.4,0,1.47142863234,0,7.03654309672,8,0.205,0.0432039284616,0.31,185,0,0,3,24,25,0,1.88299437406,17,1.11170240375,15,11.4,0.926666666667,0.625,13.3925352342,2,226.583333333,64,0.28278040954,51.3077409433,172,5.83152352878,-0.564711495354,6,1.42242953424,24,5,1,135,24,y2014,20,0,22.0477424622,60,85,1,62,2.45454545455,1,1.90787840283,37,32,0,1.62495489338,7.625,0,1,3.88198480936,4,0,2,0.894736842105,2.05230963773,-0.738570719271,0,1,20,59,0.96263527188,5.4,0,77,0.900094861906,0,62.96,15.3333333333,1.81177507037,25,7.56,9,4,46.998652463,12,17.7893226403,-0.138279277922,60,15.0526852532,19,4.33333333333,0,1.2,-0.0100760337743,316.46,10.2446312752,4.92,0,256.115781879,5,12.2857142857,1,0,5,1574,7,1.46040295817,0,0.36430960344,1.46492364751,7,3.91578004149,7.88723546409,14,13,1,189,3,5.84522597225,34.0066666667,0.917836377564,2208.87333333,2.81818181818,19.2,0,14,1873,19,62.2084832659
0.0678425650092,0.4716474969,-0.126228227285,2,1,3,1,0,0.410714285714,10.6964285714,4,0.608348735037,241,63,1,None,9.25,-0.999675423474,0,1,0,0.43511344741,0,0,KGAgent,1.92260983338,5,0,1.05258748322,1,0.7110905888,None,0,2,6.34147346555,1.91666666667,3.69642857143,2.22222222222,6.5,39.5,2,18.2678571429,2.5313248826,194,1.5,10,3,21.3333333333,5.00299745499,-0.7645452636,18,0.5,9.25,2.75,6,0.75,1.80181498262,54,0,0.875,2.5,3,0,0,307,0.56,0,0.75,0,10,-1.59397322004,0,-1.19081604429,17,1,0,1,40.2142857143,2,13,0,5.75,7,1,788,18,0.462910049886,0.967708333333,5.5,0.75,1,2.125,30.125,4.375,0.75,0.581503096586,0,6.76152853532,9.75,0.232142857143,0.58033687837,0.214285714286,35,0,0,1,11,8,1,0.993217244294,5,1.1161663611,2,0,0,0.663888888889,3.27053949241,0,528.214285714,63,0.222451361332,18.0444444444,307,5.7008771255,8.881784197e-16,2,0.636035786384,13.5,0,1,15,18,y2014,6,0,7.74166666667,55.5,154.5,1,84,2.7,1,0.640869944462,5,21.3333333333,0,-0.664840930719,10.6875,0,1.33333333333,0,7,0,1,0.9375,2.25555555556,3.53830858973,0,1,40.5,84,0,1.875,0,46,1.32410427614,0,98.5,1.83928571429,0.370088183422,8,6.75,8.25,None,108.746100094,0,26.1667045799,1.65342889936,10,22.9829129075,18,3,0,1.02777777778,-1.44016459965,684.696428571,11.4121527778,1.625,0,91.2972222222,5.5,14.9138888889,0.75,1,1,788,None,0.719998696831,0,0.741020793951,1.09873202419,2,1.35620268186,5.82308319726,16.5,5,2,54,0,4.27409138214,32.5,2.12615354932,11825.7142857,4.66666666667,24.25,0,25.5,689,11,33.9082979222
0.549083705372,0.228031701283,2.47516608809,4,3,3,0,0,0.944444444444,20.7777777778,3,1.6254367884,158,141,3,7,10,8.25622691402,0,1,0,8.51694048623,0,0,AgentYK,1.58113883008,5,3,2.96743007105,0,0.216841896697,10,0,1,11.5325625947,1.2,2.5,2,4,16,1,8,0.76967958926,235,3,10,3,31.4375,-1.45043005885,-1.88571428571,37,0.25,3,3,4,0.444444444444,7.42780536904,58,0,0.777777777778,4,6.3125,0,0,503,0.21,1,2,2,10,-0.202008928571,0,6.79626204902,31,0,0,0.6,133,1,15,0,6.33333333333,7,1,763,37,0.527046276695,0.57037037037,7,0,1,3.44444444444,17.5555555556,5.33333333333,0,2.69583464238,0,-1.575734426,6,0.208333333333,8.8555397624,0.277777777778,48,0,0,2,10,9,1,1.10873508373,4,2.89397935386,8,0,0,0.5,4.55826477706,0,1911.61111111,141,0.0519984567901,19.6291666667,503,4.55826477706,-2.57142857143,2,1.14115670267,19,0,3,26,16,y2014,9,0,5.13333333333,29,67,1,75,2.1,1,0.971825315808,4,31.4375,0,7.65668133065,6.7,0,1,0,4,0,0,0.6,2.18101851852,0.910653029201,0,0,24,75,0,2.88888888889,0,57,2.64746059988,0,84.7777777778,2.61111111111,2.64204475309,9,6.44444444444,6,3.33333333333,158.330175407,0,22.2548371771,0.204034181342,10,43.7219751511,16,6.3125,0,0.666666666667,0.271052370872,495.277777778,8.73194444444,1.66666666667,0,78.5875,4,7.25,0,0,1,763,4,2.83916595563,0,-2.01087493821,1.37038161818,2,1.61589328581,8.75371746428,8,5,4,58,0,2.82842712475,20.7777777778,-0.000940505695676,25068.4444444,3.33333333333,26.1111111111,0,11,873,10,76.6275694444
,,,,,,,,,,,,,,,,,,,,,,,,pristine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,0,,,,.svn,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,tmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,0,,,,.svn,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,
0,0,0,4,None,0,0,0,0,0,7,0,87,None,6,None,8,0,0,4,0,0,0,0,parscat,0,4,6,0,None,0,None,0,None,0,5,0,5,24.625,87,None,0,0,26,4,None,None,None,0,0,None,1,7,8,1,1,0,8,0,0,6,5,0,0,197,1.00,7,7,None,197,0,0,0,0,1,0,None,0,1,0,0,7,0,4,197,7,0,1,26,0,1,0,87,6,1,0,1,0,87,1,0,0,6,None,0,0,6,1,0,0,None,0,0,0,0,1,0,None,0,26,0,5,None,0,0,None,0,197,0,8,4,8,y2016,1,None,1,197,197,None,87,5,1,0,0,24.625,0,0,24.625,0,5,0,87,0,0,1,5,0,0,None,26,None,0,4,0,7,0,0,197,0,0,1,8,6,None,0,0,0,0,0,0,None,None,0,1,0,0,24.625,0,0,24.625,8,24.625,0,None,None,197,None,0,0,0,0,0,0,0,26,None,26,8,None,0,0,0,0,24.625,26,None,87,215,None,0
1.36930639376,0.288616411416,0.89710059519,2,8,2.75,1.5,6,1.2,5.76666666667,7,1.66351743403,218,149,5,None,12.25,2.64285762729,0,1,3.65702479339,-1.57399737475,5.86666666667,2.42212028328,farma,5.75325994546,4,3,1.92080250446,1,2.23070693479,None,0,1.53846153846,9.2951600309,1.61277173913,33.1,1.9125,7.36820652174,52.75,None,240.166666667,0.878586118324,326,2,6,4,29.6923076923,2.5,5.14462263032,28,0.875,10,5,1,0.166666666667,-1.50580298291,85,0,1,8,5.07692307692,0,8,386,0.42,2,5.5,7,26,5.40213621025,0,-1.80747185818,13,0,1.33333333333,1,86.4,1.53846153846,21,0,10,6,1.25,1060,28,0.408248290464,1.15224358974,23.75,0.25,1,2.16666666667,36.3333333333,12.8333333333,0,0.740392212123,0,-0.500183768252,19.75,0.7,4.05172968107,0.166666666667,77,0,0,1,44,6,1.5,5.02109261499,15,0.717310494748,3.5,0,0,1,2.40138848724,6,2589.46666667,149,0.0832994329389,16.7606187291,386,15.9801960772,6,3,2.28795699791,73.75,0,4,12,46,y2016,6,0,6.91346153846,126,286.25,1,69,4.1125,0,1.09544511501,15,29.6923076923,1.5,-1.9611127517,10.8125,0,1.5,1.95170849272,13,0,1,1,2.79343645485,-1.77135114458,0,0,64.5,69,0,2,0,60,0.677580692337,0,176.666666667,1.2,2.76729025332,6,14.1666666667,9.5,None,148.6575483,0,22.9927524813,0.845653242273,6,50.8868024803,46,5.07692307692,0.25,1.375,2.44948974278,528.666666667,15.5166527313,3.5,0,93.099916388,9,24.5,0.25,0,2,1060,None,1.65570361351,0,2.5,2.19431141672,3,1.09544511501,10.6813957758,35.5,4,12,85,0,15.4973115948,255.366666667,1.36930639376,22099.0666667,6.5,54.3333333333,0,29.5,1036,44,114.09221572
1.29323381633,0.499198738145,-0.384973166251,2,None,2,1,0,1.2,5.7,11,1.65628767792,194,114,3,None,11,1.80487250798,0,1,0,-2.29510050558,0,0,atlas3,5.98331012066,4,1,0.248778941131,1,2.13162775904,None,0,2,7.82943165243,2.25,35.8,4.42857142857,11.25,54,None,120.2,2.04283134219,258,1,6,None,31.4545454545,2.66435986159,4.60987484785,22,0.727272727273,11,7,2,0.4,-2.28958626609,60,0,1.2,5,5.54545454545,0,0,346,0.56,0,9,11,19,4.19435438994,0,-2.81357567582,9,0,0,None,61.3,2,17,0,10.6,6,1,897,22,0.547722557505,1.27954545455,41,1,1,1.8,38.8,8.8,0,0.745024662512,0,4.42289935365,22,0.85,1.82018740237,0.3,44,0,0,1,28,5,1,3.51287224245,14,0.229712977135,1,0,0,1,2.38746727726,0,1645.3,114,0.249199380165,19.1028138528,346,12.2882057274,-3.33333333333,3,2.00694806774,90,0,1,9,33,y2016,4,0,6.39772727273,142,300,1,64,5,1,1.09544511501,14,31.4545454545,0,0.225326962875,19,0,1.87878787879,0,19,0,1,1.125,3.82056277056,-0.469388748514,0,0,58,64,0,1.8,0,53,0.378200001196,0,179.4,1.7,2.74328887202,5,12,7,None,139.121529606,0,19.7154761545,0.66577782272,6,40.5622977653,33,5.54545454545,0,1.54545454545,0.60858061945,388.7,18.2162337662,3.4,0,91.0811688312,8,20.2857142857,1,1,1,897,None,0.745347997452,0,2.91666666667,1.73805813214,3,1.30384048104,8.83105173242,43,4,2,60,0,10.9635760589,151,1.71439232801,19354.8,9.09090909091,51.6,0,35,942,28,77.9874747006
